,BLKT_fit,,MFEA-II_fit,,MFEA-II_fit,,
,T1,T2,T1,T2,T1,T2,
CI_HS,0.0445829,117.74409920000001,0.3689480911985966,195.61599870061337,win,win
CI_MS,0.339009,112.26868759999998,3.957252370670615,195.62924195384204,win,win
CI_LS,21.17486855,6366.2940433,20.13536893554072,3335.5498202445683,lose,lose
PI_HS,137.55783839999998,0.29473135,457.6493631099173,3.8294778779888317,win,win
PI_MS,0.56281865,79.0125659,3.376377489904125,710.0459509743507,win,win
PI_LS,2.31797865,2.5009437500000002,12.988678085063862,13.039348730993314,win,win
NI_HS,142.9569783,130.60214170000003,1302.523017578058,282.29076158083916,win,win
NI_MS,0.0944209,3.8997688999999993,0.2670295249834566,25.883075428606112,win,win
NI_LS,331.61803075,1627.6156517999998,474.90654920524423,3364.2874023085424,win,win
Benchmark1,617.13844295,614.8907563500001,645.6604198640034,646.2262391657447,win,win
Benchmark2,700.51337205,700.5510224500001,700.9874892370506,701.0129787624697,win,win
Benchmark3,3891588.8675317504,2913564.87563145,2379147.450854878,2741783.5904430826,lose,tie
Benchmark4,1300.6983094999998,1300.61399505,1300.5306022445598,1300.4504567878082,lose,lose
Benchmark5,1536.20950265,1536.5636090500002,1544.8484538269845,1539.7147577519208,win,tie
Benchmark6,1429259.0500953998,1250170.05524155,1503975.997175937,1298957.8948270583,tie,tie
Benchmark7,2982.15557865,3072.0603496500003,3194.6706029374386,3334.9147312823816,tie,win
Benchmark8,521.20417665,521.2141946499999,520.2312746256739,520.207342463498,lose,lose
Benchmark9,9276.495563699998,1622.4671279,7766.931086884986,1621.260321094605,lose,lose
Benchmark10,42543.16644555,2351722.49616295,36334.958446441655,2142326.5834321524,tie,tie
w/t/l,,,22 | 7 | 9,,